category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Metabolism	Energy metabolism	ath00196	Photosynthesis - antenna proteins	11/994	22/6348	0.5	3.193158953722334	4.439715220296732	1.7456880274440288e-4	0.002126565415249999	0.0014867582243303212	826626/838151/838498/820043/818599/825320/835515/839871/824654/832932/839869	11
Metabolism	Lipid metabolism	ath00073	Cutin, suberine and wax biosynthesis	22/994	65/6348	0.3384615384615385	2.1615229840581955	4.055451522655582	2.145286172206275e-4	0.002388111450515885	0.001669614446943549	843628/817901/824033/839541/824082/818485/828019/822299/841899/839347/820222/837704/821242/834106/831117/833704/831496/842150/842675/829521/835627/835630	22
Metabolism	Biosynthesis of other secondary metabolites	ath00966	Glucosinolate biosynthesis	12/994	26/6348	0.46153846153846156	2.947531341897539	4.28728289981399	2.3168245415452614e-4	0.002388111450515885	0.001669614446943549	832366/838440/831270/825068/837543/841433/838210/821508/832365/838211/827011/818912	12
Metabolism	Metabolism of other amino acids	ath00410	beta-Alanine metabolism	17/994	47/6348	0.3617021276595745	2.309944775033178	3.883608420324822	4.5832674740985965e-4	0.004386841725208657	0.003066998535299061	836635/827381/823955/821049/841849/824347/818904/842894/842908/837166/838991/840058/814732/829093/831215/840056/817616	17
Organismal Systems	Immune system	ath04620	Toll-like receptor signaling pathway	8/994	15/6348	0.5333333333333333	3.4060362173038228	4.019585804372633	8.06781822764399e-4	0.007207250950028631	0.005038847875510985	829750/843917/829654/835759/823959/829016/819077/834637	8
Metabolism	Lipid metabolism	ath00592	alpha-Linolenic acid metabolism	15/994	43/6348	0.3488372093023256	2.2277853165504653	3.4805860520672884	0.0015021930796964831	0.012580867042458047	0.008795735795591252	817876/836635/827381/844047/843703/838314/827730/824347/821286/843584/823650/815261/830283/821135/833792	15
Metabolism	Metabolism of other amino acids	ath00460	Cyanoamino acid metabolism	21/994	71/6348	0.29577464788732394	1.8889109303709581	3.2452608787965924	0.0021432121667408835	0.01538799363258801	0.010758298769052106	829949/841088/830894/840543/3767578/825183/832290/827027/821333/3767579/825450/830118/828264/828896/823555/842479/819055/819053/825184/842478/820860	21
Metabolism	Metabolism of cofactors and vitamins	ath00785	Lipoic acid metabolism	13/994	36/6348	0.3611111111111111	2.30617035546613	3.3861472203036524	0.00214605434801526	0.01538799363258801	0.010758298769052106	818104/840141/837733/841998/838739/829232/822181/819869/840346/820547/827307/833376/10723096	13
Metabolism	Metabolism of terpenoids and polyketides	ath00908	Zeatin biosynthesis	12/994	32/6348	0.375	2.3948692152917506	3.4082047386336094	0.002181879694172927	0.01538799363258801	0.010758298769052106	825486/825519/818250/838843/838846/818249/844162/830471/824482/816469/829096/838841	12
Metabolism	Amino acid metabolism	ath00350	Tyrosine metabolism	14/994	41/6348	0.34146341463414637	2.180693919615253	3.2678047332526714	0.0026928914148448553	0.017963431964367355	0.012558880163618969	835480/844047/837168/835494/831024/838849/814770/820922/835823/830897/840058/828986/840056/840172	14
Environmental Information Processing	Signaling molecules and interaction	ath04518	Integrin signaling	7/994	14/6348	0.5	3.193158953722334	3.53943022685751	0.00281516471083369	0.017963431964367355	0.012558880163618969	829750/843917/829654/823959/829016/819077/834637	7
Metabolism	Global and overview maps	ath01210	2-Oxocarboxylic acid metabolism	27/994	103/6348	0.2621359223300971	1.6740833349612236	2.9716950396577646	0.003776291749296329	0.023001049745714004	0.016080859602266667	818879/818421/831024/841998/832366/838739/825044/831255/831270/844395/822181/819869/840346/825068/820034/820547/827307/837543/841433/838210/821508/832365/838211/827011/821287/818912/833376	27
Metabolism	Lipid metabolism	ath00071	Fatty acid degradation	15/994	47/6348	0.3191489361702128	2.038186566205745	3.0779237165037174	0.004041953675391208	0.02354877358706182	0.016463793002737644	817876/819337/836635/819865/841367/827381/844047/823955/841849/824347/838849/827088/838991/827089/840172	15
Metabolism	Global and overview maps	ath01200	Carbon metabolism	59/994	275/6348	0.21454545454545454	1.3701554783244925	2.7038783328094307	0.005692973138710011	0.031785766691130896	0.022222570585315397	833829/837848/818104/833828/836635/828759/833830/840141/827381/830825/837733/819639/829949/831330/843029/818879/820664/840895/836809/824746/818421/838342/840098/831024/822359/827226/820461/824572/824347/840543/843129/825044/838652/820946/832513/828733/838849/822139/820632/822181/827027/840346/838445/832872/834479/830635/844140/820034/828758/821817/837166/827307/816270/837931/838822/816180/819560/817616/816509	59
Metabolism	Lipid metabolism	ath00100	Steroid biosynthesis	12/994	36/6348	0.3333333333333333	2.1287726358148893	2.926257135697585	0.006626212952258119	0.035178974875963685	0.02459488424163997	818013/821519/838621/842213/824460/831216/830283/832482/835105/828374/818012/829617	12
Metabolism	Amino acid metabolism	ath00330	Arginine and proline metabolism	16/994	54/6348	0.2962962962962963	1.892242342946568	2.836969051904638	0.0068257712445899685	0.035178974875963685	0.02459488424163997	823955/831024/818566/841849/824727/834660/818904/821214/842894/829623/833862/838991/829093/828665/831215/832011	16
Metabolism	Lipid metabolism	ath00564	Glycerophospholipid metabolism	25/994	99/6348	0.25252525252525254	1.6127065422840072	2.647299700471596	0.00865043387939866	0.04293178295701557	0.03001515069265033	839558/827730/819730/829733/828140/843500/821286/827165/824021/815261/830283/824669/841281/814646/820808/837163/821175/834060/818664/821418/835825/821243/830697/827373/820316	25
